country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Romania,RO,2020-W04,national,RO,Romania,,,19201662,,,
Romania,RO,2020-W05,national,RO,Romania,,,19201662,,,
Romania,RO,2020-W06,national,RO,Romania,0,1,19201662,0.005207883,0,TESSy
Romania,RO,2020-W07,national,RO,Romania,0,29,19201662,0.151028593,0,TESSy
Romania,RO,2020-W08,national,RO,Romania,0,4,19201662,0.02083153,0,TESSy
Romania,RO,2020-W09,national,RO,Romania,3,6,19201662,0.031247295,50,TESSy
Romania,RO,2020-W10,national,RO,Romania,14,29,19201662,0.151028593,48.27586207,TESSy
Romania,RO,2020-W11,national,RO,Romania,177,929,19201662,4.838122867,19.05274489,TESSy
Romania,RO,2020-W12,national,RO,Romania,407,456,19201662,2.374794432,89.25438596,TESSy
Romania,RO,2020-W13,national,RO,Romania,1409,1684,19201662,8.770074174,83.66983373,TESSy
Romania,RO,2020-W14,national,RO,Romania,2210,2794,19201662,14.55082378,79.09806729,TESSy
Romania,RO,2020-W15,national,RO,Romania,2541,3825,19201662,19.92015066,66.43137255,TESSy
Romania,RO,2020-W16,national,RO,Romania,2469,4257,19201662,22.16995591,57.99859056,TESSy
Romania,RO,2020-W17,national,RO,Romania,2411,4596,19201662,23.93542809,52.4586597,TESSy
Romania,RO,2020-W18,national,RO,Romania,2237,6407,19201662,33.36690334,34.91493679,TESSy
Romania,RO,2020-W19,national,RO,Romania,1784,6487,19201662,33.78353395,27.50115616,TESSy
Romania,RO,2020-W20,national,RO,Romania,1461,5599,19201662,29.15893426,26.09394535,TESSy
Romania,RO,2020-W21,national,RO,Romania,1398,5028,19201662,26.18523334,27.80429594,TESSy
Romania,RO,2020-W22,national,RO,Romania,1134,4276,19201662,22.26890568,26.52011225,TESSy
Romania,RO,2020-W23,national,RO,Romania,1250,3961,19201662,20.62842269,31.55768745,TESSy
Romania,RO,2020-W24,national,RO,Romania,1692,5034,19201662,26.21648064,33.61144219,TESSy
Romania,RO,2020-W25,national,RO,Romania,2017,5167,19201662,26.90912901,39.03619121,TESSy
Romania,RO,2020-W26,national,RO,Romania,2430,5714,19201662,29.75784075,42.52712636,TESSy
Romania,RO,2020-W27,national,RO,Romania,2736,5165,19201662,26.89871325,52.97192643,TESSy
Romania,RO,2020-W28,national,RO,Romania,4038,6818,19201662,35.50734306,59.22557935,TESSy
Romania,RO,2020-W29,national,RO,Romania,5778,8466,19201662,44.08993347,68.24946846,TESSy
Romania,RO,2020-W30,national,RO,Romania,8133,12587,19201662,65.55161735,64.61428458,TESSy
Romania,RO,2020-W31,national,RO,Romania,8303,14722,19201662,76.67044655,56.39858715,TESSy
Romania,RO,2020-W32,national,RO,Romania,8368,18128,19201662,94.40849443,46.16063548,TESSy
Romania,RO,2020-W33,national,RO,Romania,8157,19250,19201662,100.2517386,42.37402597,TESSy
Romania,RO,2020-W34,national,RO,Romania,8021,15789,19201662,82.2272572,50.8011907,TESSy
Romania,RO,2020-W35,national,RO,Romania,8139,14451,19201662,75.25911038,56.32136184,TESSy
Romania,RO,2020-W36,national,RO,Romania,8387,16193,19201662,84.33124174,51.79398506,TESSy
Romania,RO,2020-W37,national,RO,Romania,8406,13997,19201662,72.89473172,60.05572623,TESSy
Romania,RO,2020-W38,national,RO,Romania,9795,15255,19201662,79.44624793,64.20845624,TESSy
Romania,RO,2020-W39,national,RO,Romania,10722,16913,19201662,88.08091716,63.39502158,TESSy
Romania,RO,2020-W40,national,RO,Romania,14143,19500,19201662,101.5537093,72.52820513,TESSy
Romania,RO,2020-W41,national,RO,Romania,21397,27291,19201662,142.128322,78.40313657,TESSy
Romania,RO,2020-W42,national,RO,Romania,26115,33734,19201662,175.6827091,77.41447797,TESSy
Romania,RO,2020-W43,national,RO,Romania,30747,39311,19201662,204.72707,78.21474905,TESSy
Romania,RO,2020-W44,national,RO,Romania,41857,64028,19201662,333.4503024,65.37296183,TESSy
Romania,RO,2020-W45,national,RO,Romania,53582,199143,19201662,1037.11335,26.90629347,TESSy
Romania,RO,2020-W46,national,RO,Romania,56981,211170,19201662,1099.748553,26.98347303,TESSy
Romania,RO,2020-W47,national,RO,Romania,57962,203996,19201662,1062.387204,28.41330222,TESSy
Romania,RO,2020-W48,national,RO,Romania,51773,194781,19201662,1014.396566,26.58010792,TESSy
Romania,RO,2020-W49,national,RO,Romania,42839,155328,19201662,808.929977,27.57970231,TESSy
Romania,RO,2020-W50,national,RO,Romania,40758,171027,19201662,890.6885248,23.83132488,TESSy
Romania,RO,2020-W51,national,RO,Romania,33674,153394,19201662,798.8579322,21.95261875,TESSy
Romania,RO,2020-W52,national,RO,Romania,23896,113824,19201662,592.7820206,20.99381501,TESSy
Romania,RO,2020-W53,national,RO,Romania,24961,109562,19201662,570.5860253,22.78253409,TESSy
Romania,RO,2021-W01,national,RO,Romania,29408,200481,19201662,1044.081497,14.66872172,TESSy
Romania,RO,2021-W02,national,RO,Romania,20757,176013,19201662,916.655027,11.79287894,TESSy
Romania,RO,2021-W03,national,RO,Romania,17384,173182,19201662,901.9115116,10.03799471,TESSy
Romania,RO,2021-W04,national,RO,Romania,17240,183182,19201662,953.9903369,9.411405051,TESSy
Romania,RO,2021-W05,national,RO,Romania,16659,182563,19201662,950.7666576,9.125069154,TESSy
Romania,RO,2021-W06,national,RO,Romania,16497,180707,19201662,941.1008276,9.129142756,TESSy
Romania,RO,2021-W07,national,RO,Romania,18404,197638,19201662,1029.275487,9.311974418,TESSy
Romania,RO,2021-W08,national,RO,Romania,23065,201938,19201662,1051.669382,11.42182254,TESSy
Romania,RO,2021-W09,national,RO,Romania,27211,207116,19201662,1078.635797,13.13804824,TESSy
Romania,RO,2021-W10,national,RO,Romania,32560,217662,19201662,1133.558126,14.95897309,TESSy
Romania,RO,2021-W11,national,RO,Romania,38122,228500,19201662,1190.001157,16.68358862,TESSy
Romania,RO,2021-W12,national,RO,Romania,39494,235791,19201662,1227.971829,16.74957908,TESSy
Romania,RO,2021-W13,national,RO,Romania,37266,237413,19201662,1236.419014,15.69669732,TESSy
Romania,RO,2021-W14,national,RO,Romania,30083,228545,19201662,1190.235512,13.16283445,TESSy
Romania,RO,2021-W15,national,RO,Romania,22124,214978,19201662,1119.58017,10.29128562,TESSy
Romania,RO,2021-W16,national,RO,Romania,16106,206291,19201662,1074.339294,7.807417677,TESSy
Romania,RO,2021-W17,national,RO,Romania,10402,168146,19201662,875.6846152,6.186290486,TESSy
Romania,RO,2021-W18,national,RO,Romania,8313,199472,19201662,1038.826743,4.167502206,TESSy
Romania,RO,2021-W19,national,RO,Romania,5399,201072,19201662,1047.159355,2.685107822,TESSy
Romania,RO,2021-W20,national,RO,Romania,3389,187419,19201662,976.0561351,1.80824783,TESSy
Romania,RO,2021-W21,national,RO,Romania,1922,184864,19201662,962.7499953,1.039683227,TESSy
Romania,RO,2021-W22,national,RO,Romania,1224,171668,19201662,894.0267775,0.713004171,TESSy
Romania,RO,2021-W23,national,RO,Romania,841,177612,19201662,924.9824312,0.473504043,TESSy
Romania,RO,2021-W24,national,RO,Romania,476,181662,19201662,946.0743554,0.26202508,TESSy
Romania,RO,2021-W25,national,RO,Romania,393,164234,19201662,855.3113788,0.239292716,TESSy
Romania,RO,2021-W26,national,RO,Romania,298,161930,19201662,843.3124174,0.184030136,TESSy
Romania,RO,2021-W27,national,RO,Romania,305,159459,19201662,830.4437397,0.191271738,TESSy
Romania,RO,2021-W28,national,RO,Romania,431,163348,19201662,850.6971949,0.263853858,TESSy
Romania,RO,2021-W29,national,RO,Romania,703,168203,19201662,875.9814645,0.417947361,TESSy
Romania,RO,2021-W30,national,RO,Romania,1138,184486,19201662,960.7814157,0.616848975,TESSy
Romania,RO,2021-W31,national,RO,Romania,1645,188975,19201662,984.1596004,0.870485514,TESSy
Romania,RO,2021-W32,national,RO,Romania,2536,208368,19201662,1085.156066,1.217077478,TESSy
Romania,RO,2021-W33,national,RO,Romania,3892,229046,19201662,1192.844661,1.69922199,TESSy
Romania,RO,2021-W34,national,RO,Romania,6316,247626,19201662,1289.607118,2.550620694,TESSy
Romania,RO,2021-W35,national,RO,Romania,9866,270634,19201662,1409.43008,3.645513867,TESSy
Romania,RO,2021-W36,national,RO,Romania,16545,277353,19201662,1444.421842,5.965322171,TESSy
Romania,RO,2021-W37,national,RO,Romania,30872,295510,19201662,1538.981365,10.44702379,TESSy
Romania,RO,2021-W38,national,RO,Romania,48187,367227,19201662,1912.475076,13.12185651,TESSy
Romania,RO,2021-W39,national,RO,Romania,76721,443274,19201662,2308.518919,17.3078051,TESSy
Romania,RO,2021-W40,national,RO,Romania,91916,426041,19201662,2218.771479,21.57444941,TESSy
Romania,RO,2021-W41,national,RO,Romania,101837,433909,19201662,2259.747099,23.4696676,TESSy
Romania,RO,2021-W42,national,RO,Romania,103685,435941,19201662,2270.329516,23.7841818,TESSy
Romania,RO,2021-W43,national,RO,Romania,81631,416274,19201662,2167.906091,19.60992039,TESSy
Romania,RO,2021-W44,national,RO,Romania,54489,368438,19201662,1918.781822,14.78919113,TESSy
Romania,RO,2021-W45,national,RO,Romania,31841,309099,19201662,1609.751281,10.30123035,TESSy
Romania,RO,2021-W46,national,RO,Romania,19001,279264,19201662,1454.374106,6.803956113,TESSy
Romania,RO,2021-W47,national,RO,Romania,13444,266153,19201662,1386.093558,5.051229932,TESSy
Romania,RO,2021-W48,national,RO,Romania,8579,195467,19201662,1017.969174,4.388976144,TESSy
Romania,RO,2021-W49,national,RO,Romania,6592,254416,19201662,1324.968641,2.591032011,TESSy
Romania,RO,2021-W50,national,RO,Romania,4909,270328,19201662,1407.836467,1.815942115,TESSy
Romania,RO,2021-W51,national,RO,Romania,4766,223019,19201662,1161.456753,2.137037652,TESSy
Romania,RO,2021-W52,national,RO,Romania,10227,239426,19201662,1246.902482,4.271465923,TESSy
Romania,RO,2022-W01,national,RO,Romania,36938,403112,19201662,2099.359941,9.163210224,TESSy
Romania,RO,2022-W02,national,RO,Romania,64076,403418,19201662,2100.953553,15.88327739,TESSy
Romania,RO,2022-W03,national,RO,Romania,122382,488990,19201662,2546.602476,25.02750567,TESSy
Romania,RO,2022-W04,national,RO,Romania,189082,577024,19201662,3005.073207,32.76848103,TESSy
Romania,RO,2022-W05,national,RO,Romania,203980,624789,19201662,3253.827716,32.6478219,TESSy
Romania,RO,2022-W06,national,RO,Romania,150035,530001,19201662,2760.182947,28.30843715,TESSy
Romania,RO,2022-W07,national,RO,Romania,94904,422866,19201662,2202.236452,22.44304342,TESSy
Romania,RO,2022-W08,national,RO,Romania,59745,352564,19201662,1836.111895,16.94585948,TESSy
Romania,RO,2022-W09,national,RO,Romania,37054,299859,19201662,1561.630446,12.35714119,TESSy
Romania,RO,2022-W10,national,RO,Romania,22302,222965,19201662,1161.175527,10.00246675,TESSy
Romania,RO,2022-W11,national,RO,Romania,24180,214787,19201662,1118.585464,11.25766457,TESSy
Romania,RO,2022-W12,national,RO,Romania,24318,211142,19201662,1099.602732,11.51736746,TESSy
Romania,RO,2022-W13,national,RO,Romania,18789,193449,19201662,1007.459667,9.712637439,TESSy
Romania,RO,2022-W14,national,RO,Romania,12021,160791,19201662,837.3806392,7.476164711,TESSy
Romania,RO,2022-W15,national,RO,Romania,8699,147305,19201662,767.1471355,5.905434303,TESSy
Romania,RO,2022-W16,national,RO,Romania,6016,116339,19201662,605.8798452,5.171094818,TESSy
Romania,RO,2022-W17,national,RO,Romania,6124,122771,19201662,639.3769456,4.988148667,TESSy
Romania,RO,2022-W18,national,RO,Romania,4626,123199,19201662,641.6059193,3.754900608,TESSy
Romania,RO,2022-W19,national,RO,Romania,3813,116895,19201662,608.7754279,3.261901707,TESSy
Romania,RO,2022-W20,national,RO,Romania,2851,109683,19201662,571.2161791,2.599308918,TESSy
Romania,RO,2022-W21,national,RO,Romania,2400,101931,19201662,530.8446738,2.354533949,TESSy
Romania,RO,2022-W22,national,RO,Romania,2068,81842,19201662,426.2235217,2.52681997,TESSy
Romania,RO,2022-W23,national,RO,Romania,2169,74505,19201662,388.0132876,2.911214012,TESSy
Romania,RO,2022-W24,national,RO,Romania,2550,67952,19201662,353.8860334,3.752648929,TESSy
Romania,RO,2022-W25,national,RO,Romania,4051,70989,19201662,369.7023726,5.706517911,TESSy
Romania,RO,2022-W26,national,RO,Romania,7992,75394,19201662,392.6430952,10.60031302,TESSy
Romania,RO,2022-W27,national,RO,Romania,14990,91656,19201662,477.3336808,16.35463036,TESSy
Romania,RO,2022-W28,national,RO,Romania,25535,114030,19201662,593.8548444,22.39322985,TESSy
Romania,RO,2022-W29,national,RO,Romania,44841,150220,19201662,782.3281131,29.85021968,TESSy
Romania,RO,2022-W30,national,RO,Romania,56948,170883,19201662,889.9385897,33.32572579,TESSy
Romania,RO,2022-W31,national,RO,Romania,51416,164714,19201662,857.8111624,31.21531867,TESSy
Romania,RO,2022-W32,national,RO,Romania,39681,144656,19201662,753.3514547,27.43128526,TESSy
Romania,RO,2022-W33,national,RO,Romania,29127,124296,19201662,647.3189665,23.43357791,TESSy
Romania,RO,2022-W34,national,RO,Romania,22389,119134,19201662,620.4358769,18.79312371,TESSy
Romania,RO,2022-W35,national,RO,Romania,16090,105280,19201662,548.2858723,15.28305471,TESSy
Romania,RO,2022-W36,national,RO,Romania,13213,101735,19201662,529.8239288,12.98766403,TESSy
Romania,RO,2022-W37,national,RO,Romania,11976,106420,19201662,554.2228584,11.25352377,TESSy
Romania,RO,2022-W38,national,RO,Romania,8594,100010,19201662,520.8403314,8.593140686,TESSy
Romania,RO,2022-W39,national,RO,Romania,7529,95548,19201662,497.6027596,7.879809101,TESSy
Romania,RO,2022-W40,national,RO,Romania,5235,86668,19201662,451.3567628,6.040291688,TESSy
Slovakia,SK,2020-W01,national,SK,Slovakia,,,5459781,,,
Slovakia,SK,2020-W02,national,SK,Slovakia,,,5459781,,,
Slovakia,SK,2020-W03,national,SK,Slovakia,,,5459781,,,
Slovakia,SK,2020-W04,national,SK,Slovakia,,,5459781,,,
Slovakia,SK,2020-W05,national,SK,Slovakia,0,13,5459781,0.238104788,0,TESSy
Slovakia,SK,2020-W06,national,SK,Slovakia,0,18,5459781,0.329683553,0,TESSy
Slovakia,SK,2020-W07,national,SK,Slovakia,0,10,5459781,0.18315753,0,TESSy
Slovakia,SK,2020-W08,national,SK,Slovakia,0,7,5459781,0.128210271,0,TESSy
Slovakia,SK,2020-W09,national,SK,Slovakia,0,123,5459781,2.252837614,0,TESSy
Slovakia,SK,2020-W10,national,SK,Slovakia,5,292,5459781,5.348199864,1.712328767,TESSy
Slovakia,SK,2020-W11,national,SK,Slovakia,56,967,5459781,17.71133311,5.791106515,TESSy
Slovakia,SK,2020-W12,national,SK,Slovakia,124,1898,5459781,34.76329911,6.533192835,TESSy
Slovakia,SK,2020-W13,national,SK,Slovakia,151,3551,5459781,65.03923875,4.252323289,TESSy
Slovakia,SK,2020-W14,national,SK,Slovakia,198,7752,5459781,141.9837169,2.554179567,TESSy
Slovakia,SK,2020-W15,national,SK,Slovakia,235,10575,5459781,193.6890875,2.222222222,TESSy
Slovakia,SK,2020-W16,national,SK,Slovakia,404,10190,5459781,186.6375226,3.964671246,TESSy
Slovakia,SK,2020-W17,national,SK,Slovakia,208,27365,5459781,501.2105797,0.760095012,Country website
Slovakia,SK,2020-W18,national,SK,Slovakia,32,23705,5459781,434.1749239,0.134992618,Country website
Slovakia,SK,2020-W19,national,SK,Slovakia,44,22841,5459781,418.3501133,0.192636049,Country website
Slovakia,SK,2020-W20,national,SK,Slovakia,38,22788,5459781,417.3793784,0.166754432,Country website
Slovakia,SK,2020-W21,national,SK,Slovakia,16,15626,5459781,286.2019557,0.102393447,Country website
Slovakia,SK,2020-W22,national,SK,Slovakia,11,13816,5459781,253.0504429,0.079617834,Country website
Slovakia,SK,2020-W23,national,SK,Slovakia,8,2,5459781,0.036631506,,Country GitHub
Slovakia,SK,2020-W24,national,SK,Slovakia,22,7195,5459781,131.7818425,0.305767894,Country website
Slovakia,SK,2020-W25,national,SK,Slovakia,36,5223,5459781,95.6631777,0.689259047,Country website
Slovakia,SK,2020-W26,national,SK,Slovakia,77,6973,5459781,127.7157454,1.104259286,Country website
Slovakia,SK,2020-W27,national,SK,Slovakia,100,12,5459781,0.219789035,,Country GitHub
Slovakia,SK,2020-W28,national,SK,Slovakia,137,11672,5459781,213.7814685,1.173749143,Country website
Slovakia,SK,2020-W29,national,SK,Slovakia,78,10161,5459781,186.1063658,0.76764098,Country website
Slovakia,SK,2020-W30,national,SK,Slovakia,201,13462,5459781,246.5666663,1.493091665,Country website
Slovakia,SK,2020-W31,national,SK,Slovakia,173,12106,5459781,221.7305053,1.42904345,Country website
Slovakia,SK,2020-W32,national,SK,Slovakia,245,13729,5459781,251.4569724,1.784543667,Country website
Slovakia,SK,2020-W33,national,SK,Slovakia,308,15793,5459781,289.2606865,1.950231115,Country website
Slovakia,SK,2020-W34,national,SK,Slovakia,517,18432,5459781,337.5959585,2.804904514,Country website
Slovakia,SK,2020-W35,national,SK,Slovakia,493,46,5459781,0.842524636,,Country GitHub
Slovakia,SK,2020-W36,national,SK,Slovakia,719,22813,5459781,417.8372722,3.151711743,Country website
Slovakia,SK,2020-W37,national,SK,Slovakia,944,12,5459781,0.219789035,,Country GitHub
Slovakia,SK,2020-W38,national,SK,Slovakia,1176,28272,5459781,517.8229676,4.15959253,Country website
Slovakia,SK,2020-W39,national,SK,Slovakia,2587,33740,5459781,617.9735048,7.667457024,Country website
Slovakia,SK,2020-W40,national,SK,Slovakia,4149,16,5459781,0.293052047,,Country GitHub
Slovakia,SK,2020-W41,national,SK,Slovakia,6863,0,5459781,0,,Country GitHub
Slovakia,SK,2020-W42,national,SK,Slovakia,10340,69917,5459781,1280.5825,14.78896406,TESSy
Slovakia,SK,2020-W43,national,SK,Slovakia,14460,77201,5459781,1413.994444,18.73032733,TESSy
Slovakia,SK,2020-W44,national,SK,Slovakia,16674,116439,5459781,2132.667959,14.31994435,TESSy
Slovakia,SK,2020-W45,national,SK,Slovakia,14243,86749,5459781,1588.873253,16.41863307,TESSy
Slovakia,SK,2020-W46,national,SK,Slovakia,11204,58162,5459781,1065.280824,19.26343661,TESSy
Slovakia,SK,2020-W47,national,SK,Slovakia,9196,49376,5459781,904.358618,18.62443292,TESSy
Slovakia,SK,2020-W48,national,SK,Slovakia,9457,56526,5459781,1035.316252,16.73035417,TESSy
Slovakia,SK,2020-W49,national,SK,Slovakia,11354,63907,5459781,1170.504824,17.76644186,TESSy
Slovakia,SK,2020-W50,national,SK,Slovakia,16206,80378,5459781,1472.183591,20.16223345,TESSy
Slovakia,SK,2020-W51,national,SK,Slovakia,19066,92594,5459781,1695.928829,20.59096702,TESSy
Slovakia,SK,2020-W52,national,SK,Slovakia,15537,74194,5459781,1358.918975,20.94104645,TESSy
Slovakia,SK,2020-W53,national,SK,Slovakia,21395,70194,5459781,1285.655963,30.47981309,TESSy
Slovakia,SK,2021-W01,national,SK,Slovakia,47531,82373,5459781,1508.723518,57.70215969,TESSy
Slovakia,SK,2021-W02,national,SK,Slovakia,31505,72373,5459781,1325.565989,43.53142747,TESSy
Slovakia,SK,2021-W03,national,SK,Slovakia,37284,75569,5459781,1384.103135,49.33769138,TESSy
Slovakia,SK,2021-W04,national,SK,Slovakia,32952,67850,5459781,1242.723838,48.56595431,TESSy
Slovakia,SK,2021-W05,national,SK,Slovakia,38322,70090,5459781,1283.751125,54.67541732,TESSy
Slovakia,SK,2021-W06,national,SK,Slovakia,37392,69058,5459781,1264.849268,54.14579049,TESSy
Slovakia,SK,2021-W07,national,SK,Slovakia,37933,67817,5459781,1242.119418,55.93435274,TESSy
Slovakia,SK,2021-W08,national,SK,Slovakia,39163,76262,5459781,1396.795952,51.35322966,TESSy
Slovakia,SK,2021-W09,national,SK,Slovakia,34745,78013,5459781,1428.866836,44.53744889,TESSy
Slovakia,SK,2021-W10,national,SK,Slovakia,30335,72702,5459781,1331.591872,41.72512448,TESSy
Slovakia,SK,2021-W11,national,SK,Slovakia,24828,67434,5459781,1235.104485,36.81822226,TESSy
Slovakia,SK,2021-W12,national,SK,Slovakia,20075,62811,5459781,1150.430759,31.96096225,TESSy
Slovakia,SK,2021-W13,national,SK,Slovakia,15587,54821,5459781,1004.087893,28.43253498,TESSy
Slovakia,SK,2021-W14,national,SK,Slovakia,12724,55225,5459781,1011.487457,23.04028972,TESSy
Slovakia,SK,2021-W15,national,SK,Slovakia,10338,63574,5459781,1164.405679,16.26136471,TESSy
Slovakia,SK,2021-W16,national,SK,Slovakia,8861,84410,5459781,1546.032707,10.49757138,TESSy
Slovakia,SK,2021-W17,national,SK,Slovakia,7249,86788,5459781,1589.587568,8.352537217,TESSy
Slovakia,SK,2021-W18,national,SK,Slovakia,5381,49544,5459781,907.4356645,10.8610528,TESSy
Slovakia,SK,2021-W19,national,SK,Slovakia,3996,843867,5459781,15456.0595,0.473534337,TESSy
Slovakia,SK,2021-W20,national,SK,Slovakia,2702,628162,5459781,11505.26001,0.430143816,TESSy
Slovakia,SK,2021-W21,national,SK,Slovakia,2053,541593,5459781,9919.683592,0.379066938,TESSy
Slovakia,SK,2021-W22,national,SK,Slovakia,1622,456018,5459781,8352.313032,0.355687714,TESSy
Slovakia,SK,2021-W23,national,SK,Slovakia,1149,404974,5459781,7417.403738,0.283721918,TESSy
Slovakia,SK,2021-W24,national,SK,Slovakia,613,354716,5459781,6496.890626,0.172814308,TESSy
Slovakia,SK,2021-W25,national,SK,Slovakia,485,297092,5459781,5441.463678,0.163249095,TESSy
Slovakia,SK,2021-W26,national,SK,Slovakia,299,214473,5459781,3928.234484,0.139411488,TESSy
Slovakia,SK,2021-W27,national,SK,Slovakia,290,96354,5459781,1764.796061,0.300973494,TESSy
Slovakia,SK,2021-W28,national,SK,Slovakia,254,97061,5459781,1777.745298,0.261691101,TESSy
Slovakia,SK,2021-W29,national,SK,Slovakia,351,100109,5459781,1833.571713,0.350617827,TESSy
Slovakia,SK,2021-W30,national,SK,Slovakia,480,101055,5459781,1850.898415,0.474988867,TESSy
Slovakia,SK,2021-W31,national,SK,Slovakia,488,95206,5459781,1743.769576,0.512572737,TESSy
Slovakia,SK,2021-W32,national,SK,Slovakia,646,99173,5459781,1816.428168,0.65138697,TESSy
Slovakia,SK,2021-W33,national,SK,Slovakia,837,113712,5459781,2082.7209,0.736070072,TESSy
Slovakia,SK,2021-W34,national,SK,Slovakia,1039,112203,5459781,2055.082429,0.926000196,TESSy
Slovakia,SK,2021-W35,national,SK,Slovakia,2113,152728,5459781,2797.328318,1.383505317,TESSy
Slovakia,SK,2021-W36,national,SK,Slovakia,3746,180053,5459781,3297.806267,2.08049852,TESSy
Slovakia,SK,2021-W37,national,SK,Slovakia,5883,173933,5459781,3185.713859,3.382336877,TESSy
Slovakia,SK,2021-W38,national,SK,Slovakia,7867,221496,5459781,4056.866017,3.551757142,TESSy
Slovakia,SK,2021-W39,national,SK,Slovakia,10448,228388,5459781,4183.098187,4.574671174,TESSy
Slovakia,SK,2021-W40,national,SK,Slovakia,12954,239886,5459781,4393.692714,5.400065031,TESSy
Slovakia,SK,2021-W41,national,SK,Slovakia,15900,244444,5459781,4477.175916,6.504557281,TESSy
Slovakia,SK,2021-W42,national,SK,Slovakia,25944,270178,5459781,4948.513503,9.602558313,TESSy
Slovakia,SK,2021-W43,national,SK,Slovakia,37959,292316,5459781,5353.987642,12.98560462,TESSy
Slovakia,SK,2021-W44,national,SK,Slovakia,49578,312551,5459781,5724.606903,15.86237126,TESSy
Slovakia,SK,2021-W45,national,SK,Slovakia,59725,382748,5459781,7010.317813,15.60426181,TESSy
Slovakia,SK,2021-W46,national,SK,Slovakia,72420,415220,5459781,7605.066943,17.44135639,TESSy
Slovakia,SK,2021-W47,national,SK,Slovakia,78137,477683,5459781,8749.12382,16.35750069,TESSy
Slovakia,SK,2021-W48,national,SK,Slovakia,74310,475427,5459781,8707.803481,15.63015984,TESSy
Slovakia,SK,2021-W49,national,SK,Slovakia,54962,381700,5459781,6991.122904,14.39926644,TESSy
Slovakia,SK,2021-W50,national,SK,Slovakia,37794,337289,5459781,6177.701999,11.20522756,TESSy
Slovakia,SK,2021-W51,national,SK,Slovakia,24397,230975,5459781,4230.481039,10.562615,TESSy
Slovakia,SK,2021-W52,national,SK,Slovakia,23840,223657,5459781,4096.446359,10.65917901,TESSy
Slovakia,SK,2022-W01,national,SK,Slovakia,21894,267282,5459781,4895.471082,8.191348463,TESSy
Slovakia,SK,2022-W02,national,SK,Slovakia,21115,281877,5459781,5162.789497,7.490855941,TESSy
Slovakia,SK,2022-W03,national,SK,Slovakia,49547,340514,5459781,6236.770303,14.5506499,TESSy
Slovakia,SK,2022-W04,national,SK,Slovakia,106399,452180,5459781,8282.017172,23.53023132,TESSy
Slovakia,SK,2022-W05,national,SK,Slovakia,147813,489712,5459781,8969.444012,30.18365897,TESSy
Slovakia,SK,2022-W06,national,SK,Slovakia,153489,443146,5459781,8116.55266,34.6362147,TESSy
Slovakia,SK,2022-W07,national,SK,Slovakia,138954,402551,5459781,7373.024669,34.51835916,TESSy
Slovakia,SK,2022-W08,national,SK,Slovakia,107399,327994,5459781,6007.457076,32.74419654,TESSy
Slovakia,SK,2022-W09,national,SK,Slovakia,83888,265513,5459781,4863.070515,31.59468651,TESSy
Slovakia,SK,2022-W10,national,SK,Slovakia,79170,236081,5459781,4324.001274,33.53510024,TESSy
Slovakia,SK,2022-W11,national,SK,Slovakia,72938,214860,5459781,3935.322681,33.94675603,TESSy
Slovakia,SK,2022-W12,national,SK,Slovakia,62485,199595,5459781,3655.732712,31.30589444,TESSy
Slovakia,SK,2022-W13,national,SK,Slovakia,43999,161019,5459781,2949.184226,27.3253467,TESSy
Slovakia,SK,2022-W14,national,SK,Slovakia,29323,128195,5459781,2347.98795,22.87374703,TESSy
Slovakia,SK,2022-W15,national,SK,Slovakia,16287,87298,5459781,1598.928602,18.65678481,TESSy
Slovakia,SK,2022-W16,national,SK,Slovakia,12208,88286,5459781,1617.024566,13.82778697,TESSy
Slovakia,SK,2022-W17,national,SK,Slovakia,8205,76182,5459781,1395.330692,10.77026069,TESSy
Slovakia,SK,2022-W18,national,SK,Slovakia,4532,45813,5459781,839.0995903,9.892388623,TESSy
Slovakia,SK,2022-W19,national,SK,Slovakia,2873,32780,5459781,600.390382,8.764490543,TESSy
Slovakia,SK,2022-W20,national,SK,Slovakia,1871,25458,5459781,466.2824388,7.34935973,TESSy
Slovakia,SK,2022-W21,national,SK,Slovakia,1394,21914,5459781,401.3714103,6.361230264,TESSy
Slovakia,SK,2022-W22,national,SK,Slovakia,1173,20377,5459781,373.220098,5.75649016,TESSy
Slovakia,SK,2022-W23,national,SK,Slovakia,1318,20117,5459781,368.4580023,6.551672715,TESSy
Slovakia,SK,2022-W24,national,SK,Slovakia,1551,14772,5459781,270.5603027,10.49959383,TESSy
Slovakia,SK,2022-W25,national,SK,Slovakia,2619,17448,5459781,319.5732576,15.01031637,TESSy
Slovakia,SK,2022-W26,national,SK,Slovakia,4035,23221,5459781,425.3100994,17.37651264,TESSy
Slovakia,SK,2022-W27,national,SK,Slovakia,4967,20225,5459781,370.4361036,24.55871446,TESSy
Slovakia,SK,2022-W28,national,SK,Slovakia,6972,26264,5459781,481.0449357,26.54584222,TESSy
Slovakia,SK,2022-W29,national,SK,Slovakia,8363,31329,5459781,573.8142244,26.69411727,TESSy
Slovakia,SK,2022-W30,national,SK,Slovakia,8369,34995,5459781,640.9597748,23.91484498,TESSy
Slovakia,SK,2022-W31,national,SK,Slovakia,7746,33381,5459781,611.3981495,23.20481711,TESSy
Slovakia,SK,2022-W32,national,SK,Slovakia,6448,30377,5459781,556.3776276,21.2265859,TESSy
